"chamber","state","siteid","stream","year","month","date","processname","process","blanktype","chamber_size","origilsubstrate","substrate","test","amended_unamended","blank_not","air_not","light_dark","surface_area","temp_initial","temp_final","hour_rate","mean_blank_rate","mean_blank_rate_NAzero","correctedflux","correctedflux_nonegs"
"B7","NC","New Hope Creek 2017-06-03","New Hope Creek",2017,"June",2017-06-03,"denitrification_amended","denitrification","small Sediment","small","Sediment","Sediment","DA","amended","not","not","Light",0.003216991,22.2,25.3,0.6036621427,0,0,5254.14587594432,5254.14587594432
"B11","NC","New Hope Creek 2017-06-03","New Hope Creek",2017,"June",2017-06-03,"denitrification_unamended","denitrification","small Sediment","small","Sediment","Sediment","DU","unamended","not","not","Light",0.003216991,22.4,24.2,0.06522202537,0.005113463675,0.005113463675,523.172034817629,523.172034817629
"B12","NC","New Hope Creek 2017-06-03","New Hope Creek",2017,"June",2017-06-03,"denitrification_unamended","denitrification","small Sediment","small","Sediment","Sediment","DU","unamended","not","not","Light",0.003216991,22.2,24.6,-0.002363138007,0.005113463675,0.005113463675,-65.0747381935479,0
"B8","NC","New Hope Creek 2017-06-03","New Hope Creek",2017,"June",2017-06-03,"denitrification_unamended","denitrification","small Sediment","small","Sediment","Sediment","DU","unamended","not","not","Light",0.003216991,22.1,25.2,0.3097392622,0.005113463675,0.005113463675,2651.397644165,2651.397644165
"3","MA","Hop Brook 2018-08-15","Hop Brook",2018,"August",2018-08-15,"denitrification_amended","denitrification","small Sediment","small","Sediment","Sediment","DA","amended","not","not","Dark",0.003216991,19.5,20.5,0.04290161584,0.01289884811,0.01289884811,261.137658277564,261.137658277564
"11","MA","Hop Brook 2018-08-15","Hop Brook",2018,"August",2018-08-15,"denitrification_amended","denitrification","small Sediment","small","Sediment","Sediment","DA","amended","not","not","Dark",0.003216991,19.7,20.6,0.584619543,0.01289884811,0.01289884811,4976.13436186797,4976.13436186797
"2","MA","Hop Brook 2018-08-15","Hop Brook",2018,"August",2018-08-15,"denitrification_unamended","denitrification","small Sediment","small","Sediment","Sediment","DU","unamended","not","not","Dark",0.003216991,19.6,20.5,0.1357038486,0,0,1181.13720579262,1181.13720579262
"6","MA","Hop Brook 2018-08-15","Hop Brook",2018,"August",2018-08-15,"denitrification_unamended","denitrification","small Sediment","small","Sediment","Sediment","DU","unamended","not","not","Dark",0.003216991,19.6,20.5,-0.003635729533,0,0,-31.6446104213534,0
"21","NH","Wednesday Hill Brook 2018-08-09","Wednesday Hill Brook",2018,"August",2018-08-09,"denitrification_amended","denitrification","small Sediment","small","Sediment","Sediment","DA","amended","not","not","Dark",0.003216991,21.7,20.8,0.310410061,0.009317906446,0.009317906446,2620.64156459002,2620.64156459002
"26","NH","Wednesday Hill Brook 2018-08-09","Wednesday Hill Brook",2018,"August",2018-08-09,"denitrification_amended","denitrification","small Sediment","small","Sediment","Sediment","DA","amended","not","not","Dark",0.003216991,20.6,20.9,0.04539626439,0.009317906446,0.009317906446,314.018293004861,314.018293004861
"23","NH","Wednesday Hill Brook 2018-08-09","Wednesday Hill Brook",2018,"August",2018-08-09,"denitrification_unamended","denitrification","small Sediment","small","Sediment","Sediment","DU","unamended","not","not","Dark",0.003216991,20.7,20.9,0.2605969231,0.01584162647,0.01584162647,2130.2976308109,2130.2976308109
"24","NH","Wednesday Hill Brook 2018-08-09","Wednesday Hill Brook",2018,"August",2018-08-09,"denitrification_unamended","denitrification","small Sediment","small","Sediment","Sediment","DU","unamended","not","not","Dark",0.003216991,20.8,20.8,0,0.01584162647,0.01584162647,-137.882120640064,0
"14","MI","Pilgrim River 2018-07-17","Pilgrim River",2018,"July",2018-07-17,"denitrification_amended","denitrification","small Sediment","small","Sediment","Sediment","DA","amended","not","not","Dark",0.003216991,18.5,19.9,0.4649400051,-0.01046933285,-0.01046933285,4137.86095845465,4137.86095845465
"60","MI","Pilgrim River 2018-07-17","Pilgrim River",2018,"July",2018-07-17,"denitrification_amended","denitrification","small Sediment","small","Sediment","Sediment","DA","amended","not","not","Dark",0.003216991,18.8,20.2,0.04875793528,-0.01046933285,-0.01046933285,515.501444561082,515.501444561082
"64","MI","Pilgrim River 2018-07-17","Pilgrim River",2018,"July",2018-07-17,"denitrification_amended","denitrification","small Sediment","small","Sediment","Sediment","DA","amended","not","not","Dark",0.003216991,19.2,19.9,0.09788784322,-0.01046933285,-0.01046933285,943.117630717649,943.117630717649
"16","MI","Pilgrim River 2018-07-17","Pilgrim River",2018,"July",2018-07-17,"denitrification_unamended","denitrification","small Sediment","small","Sediment","Sediment","DU","unamended","not","not","Dark",0.003216991,19.4,20.1,-0.00018680833,0,0,-1.62593965603261,0
"57","MI","Pilgrim River 2018-07-17","Pilgrim River",2018,"July",2018-07-17,"denitrification_unamended","denitrification","small Sediment","small","Sediment","Sediment","DU","unamended","not","not","Dark",0.003216991,19,20.4,0.05143089687,0,0,447.643500513368,447.643500513368
"69","MI","Pilgrim River 2018-07-17","Pilgrim River",2018,"July",2018-07-17,"denitrification_unamended","denitrification","small Sediment","small","Sediment","Sediment","DU","unamended","not","not","Dark",0.003216991,18.9,20.9,0.5611001277,0,0,4883.69522190146,4883.69522190146
"8","FL","Alexander Springs 2018-06-02","Alexander Springs",2018,"June",2018-06-02,"denitrification_amended","denitrification","small Sediment","small","Sediment","Sediment","DA","amended","not","not","Dark",0.003216991,24.7,26.4,-0.08875736605,0,0,-772.525086144164,0
"12","FL","Alexander Springs 2018-06-02","Alexander Springs",2018,"June",2018-06-02,"denitrification_amended","denitrification","small Sediment","small","Sediment","Sediment","DA","amended","not","not","Dark",0.003216991,26.1,26,0.03419857181,0,0,297.657037486272,297.657037486272
"16","FL","Alexander Springs 2018-06-02","Alexander Springs",2018,"June",2018-06-02,"denitrification_amended","denitrification","small Sediment","small","Sediment","Sediment","DA","amended","not","not","Dark",0.003216991,24.1,26,0.04547620346,0,0,395.815125650025,395.815125650025
"6","FL","Alexander Springs 2018-06-02","Alexander Springs",2018,"June",2018-06-02,"denitrification_unamended","denitrification","small Sediment","small","Sediment","Sediment","DU","unamended","not","not","Dark",0.003216991,24.8,25.8,0.01866664234,0,0,162.470453140839,162.470453140839
"11","FL","Alexander Springs 2018-06-02","Alexander Springs",2018,"June",2018-06-02,"denitrification_unamended","denitrification","small Sediment","small","Sediment","Sediment","DU","unamended","not","not","Dark",0.003216991,24.8,26.3,0.005460678478,0,0,47.5285748029758,47.5285748029758
"13","FL","Alexander Springs 2018-06-02","Alexander Springs",2018,"June",2018-06-02,"denitrification_unamended","denitrification","small Sediment","small","Sediment","Sediment","DU","unamended","not","not","Dark",0.003216991,25,26.4,0.1546870853,0,0,1346.36322837086,1346.36322837086
"15","KS","Kings Creek 2018-06-13","Kings Creek",2018,"June",2018-06-13,"denitrification_amended","denitrification","small Sediment","small","Sediment","Sediment","DA","amended","not","not","Dark",0.003216991,23.6,24.1,1.068284874,0,0,9298.12252256845,9298.12252256845
"17","KS","Kings Creek 2018-06-13","Kings Creek",2018,"June",2018-06-13,"denitrification_amended","denitrification","small Sediment","small","Sediment","Sediment","DA","amended","not","not","Dark",0.003216991,23.6,24.1,0.7082575509,0,0,6164.52188557568,6164.52188557568
"23","KS","Kings Creek 2018-06-13","Kings Creek",2018,"June",2018-06-13,"denitrification_amended","denitrification","small Sediment","small","Sediment","Sediment","DA","amended","not","not","Dark",0.003216991,23.6,24.2,2.274172164,0,0,19793.906974561,19793.906974561
"19","KS","Kings Creek 2018-06-13","Kings Creek",2018,"June",2018-06-13,"denitrification_unamended","denitrification","small Sediment","small","Sediment","Sediment","DU","unamended","not","not","Dark",0.003216991,23.7,24.1,0.423465883,0.0546685955,0.0546685955,3209.93252701049,3209.93252701049
"20","KS","Kings Creek 2018-06-13","Kings Creek",2018,"June",2018-06-13,"denitrification_unamended","denitrification","small Sediment","small","Sediment","Sediment","DU","unamended","not","not","Dark",0.003216991,23.8,24.6,0.04589602485,0.0546685955,0.0546685955,-76.3545742589892,0
"26","KS","Kings Creek 2018-06-13","Kings Creek",2018,"June",2018-06-13,"denitrification_unamended","denitrification","small Sediment","small","Sediment","Sediment","DU","unamended","not","not","Dark",0.003216991,23,24.1,0,0.0546685955,0.0546685955,-475.823735285551,0
"9","KS","McDiffit Creek 2018-06-12","McDiffit Creek",2018,"June",2018-06-12,"denitrification_amended","denitrification","small Sediment","small","Sediment","Sediment","DA","amended","not","not","Dark",0.003216991,23.3,24.7,4.317551764,-0.01898122393,-0.01898122393,37744.2534536279,37744.2534536279
"10","KS","McDiffit Creek 2018-06-12","McDiffit Creek",2018,"June",2018-06-12,"denitrification_amended","denitrification","small Sediment","small","Sediment","Sediment","DA","amended","not","not","Dark",0.003216991,23.1,24.8,3.055196369,-0.01898122393,-0.01898122393,26756.9827214437,26756.9827214437
"16","KS","McDiffit Creek 2018-06-12","McDiffit Creek",2018,"June",2018-06-12,"denitrification_amended","denitrification","small Sediment","small","Sediment","Sediment","DA","amended","not","not","Dark",0.003216991,23,24.8,2.637848561,-0.01898122393,-0.01898122393,23124.4768723444,23124.4768723444
"6","KS","McDiffit Creek 2018-06-12","McDiffit Creek",2018,"June",2018-06-12,"denitrification_unamended","denitrification","small Sediment","small","Sediment","Sediment","DU","unamended","not","not","Dark",0.003216991,22.7,24,0.3279803749,0,0,2854.67087013921,2854.67087013921
"12","KS","McDiffit Creek 2018-06-12","McDiffit Creek",2018,"June",2018-06-12,"denitrification_unamended","denitrification","small Sediment","small","Sediment","Sediment","DU","unamended","not","not","Dark",0.003216991,22.9,24.1,0.2450719091,0,0,2133.05335787386,2133.05335787386
"18","KS","McDiffit Creek 2018-06-12","McDiffit Creek",2018,"June",2018-06-12,"denitrification_unamended","denitrification","small Sediment","small","Sediment","Sediment","DU","unamended","not","not","Dark",0.003216991,23.1,24.3,0.2382465268,0,0,2073.64669357173,2073.64669357173
"15","MI","Pilgrim River 2018-06-21","Pilgrim River",2018,"June",2018-06-21,"denitrification_amended","denitrification","small Sediment","small","Sediment","Sediment","DA","amended","not","not","Dark",0.003216991,14.7,17.5,0,0.03066694024,0.03066694024,-266.918473418172,0
"25","MI","Pilgrim River 2018-06-21","Pilgrim River",2018,"June",2018-06-21,"denitrification_amended","denitrification","small Sediment","small","Sediment","Sediment","DA","amended","not","not","Dark",0.003216991,14.9,17.8,0.001154078747,0.03066694024,0.03066694024,-256.873619417648,0
"26","MI","Pilgrim River 2018-06-21","Pilgrim River",2018,"June",2018-06-21,"denitrification_amended","denitrification","small Sediment","small","Sediment","Sediment","DA","amended","not","not","Dark",0.003216991,15,17.8,0,0.03066694024,0.03066694024,-266.918473418172,0
"18","MI","Pilgrim River 2018-06-21","Pilgrim River",2018,"June",2018-06-21,"denitrification_unamended","denitrification","small Sediment","small","Sediment","Sediment","DU","unamended","not","not","Dark",0.003216991,15.9,17.3,0.1101525255,0.01188821358,0.01188821358,855.271504881425,855.271504881425
"21","MI","Pilgrim River 2018-06-21","Pilgrim River",2018,"June",2018-06-21,"denitrification_unamended","denitrification","small Sediment","small","Sediment","Sediment","DU","unamended","not","not","Dark",0.003216991,15.9,18.5,0.1372182162,0.01188821358,0.01188821358,1090.84547434544,1090.84547434544
"22","MI","Pilgrim River 2018-06-21","Pilgrim River",2018,"June",2018-06-21,"denitrification_unamended","denitrification","small Sediment","small","Sediment","Sediment","DU","unamended","not","not","Dark",0.003216991,15.4,18.7,-0.02675636401,0.01188821358,0.01188821358,-336.354118653114,0
"13","TX","Pringle Creek 2018-06-09","Pringle Creek",2018,"June",2018-06-09,"denitrification_amended","denitrification","small Sediment","small","Sediment","Sediment","DA","amended","not","not","Dark",0.003216991,26.9,31.7,0.9919681138,0,0,8633.87780270445,8633.87780270445
"22","TX","Pringle Creek 2018-06-09","Pringle Creek",2018,"June",2018-06-09,"denitrification_amended","denitrification","small Sediment","small","Sediment","Sediment","DA","amended","not","not","Dark",0.003216991,27.3,30.2,1.277015409,0,0,11114.8683512015,11114.8683512015
"23","TX","Pringle Creek 2018-06-09","Pringle Creek",2018,"June",2018-06-09,"denitrification_amended","denitrification","small Sediment","small","Sediment","Sediment","DA","amended","not","not","Dark",0.003216991,27.1,30.6,1.950946483,0,0,16980.619940808,16980.619940808
"14","TX","Pringle Creek 2018-06-09","Pringle Creek",2018,"June",2018-06-09,"denitrification_unamended","denitrification","small Sediment","small","Sediment","Sediment","U","unamended","not","not","Dark",0.003216991,27,31.1,0.1640725236,0,0,1428.05207126784,1428.05207126784
"16","TX","Pringle Creek 2018-06-09","Pringle Creek",2018,"June",2018-06-09,"denitrification_unamended","denitrification","small Sediment","small","Sediment","Sediment","DU","unamended","not","not","Dark",0.003216991,27.3,30.5,0.5787019073,0,0,5036.89733804042,5036.89733804042
"24","TX","Pringle Creek 2018-06-09","Pringle Creek",2018,"June",2018-06-09,"denitrification_unamended","denitrification","small Sediment","small","Sediment","Sediment","DU","unamended","not","not","Dark",0.003216991,27.3,31.2,0.05385510121,0,0,468.74325538368,468.74325538368
"4","FL","Ichetucknee River 2018-05-31","Ichetucknee River",2018,"May",2018-05-31,"denitrification_amended","denitrification","small Sediment","small","Sediment","Sediment","DA","amended","not","not","Dark",0.003216991,22.5,22.8,2.477608355,0,0,21564.5719680285,21564.5719680285
"5","FL","Ichetucknee River 2018-05-31","Ichetucknee River",2018,"May",2018-05-31,"denitrification_amended","denitrification","small Sediment","small","Sediment","Sediment","DA","amended","not","not","Dark",0.003216991,22.6,23.2,1.627863167,0,0,14168.5720214946,14168.5720214946
"6","FL","Ichetucknee River 2018-05-31","Ichetucknee River",2018,"May",2018-05-31,"denitrification_unamended","denitrification","small Sediment","small","Sediment","Sediment","DU","unamended","not","not","Dark",0.003216991,22.4,22.8,0.8604616682,NA,0,7489.27389277744,7489.27389277744
"12","FL","Ichetucknee River 2018-05-31","Ichetucknee River",2018,"May",2018-05-31,"denitrification_unamended","denitrification","small Sediment","small","Sediment","Sediment","DU","unamended","not","not","Dark",0.003216991,23.5,23.9,0.2263199332,NA,0,1969.84017972074,1969.84017972074
"10","NC","New Hope Creek 2018-05-27","New Hope Creek",2018,"May",2018-05-27,"denitrification_amended","denitrification","small Sediment","small","Sediment","Sediment","DA","amended","not","not","Dark",0.003216991,22.3,22.7,0.2161397332,-0.017252394675,-0.017252394675,2031.39504602282,2031.39504602282
"11","NC","New Hope Creek 2018-05-27","New Hope Creek",2018,"May",2018-05-27,"denitrification_amended","denitrification","small Sediment","small","Sediment","Sediment","DA","amended","not","not","Dark",0.003216991,22.4,22.7,0.298997501,-0.017252394675,-0.017252394675,2752.57129376489,2752.57129376489
"18","NC","New Hope Creek 2018-05-27","New Hope Creek",2018,"May",2018-05-27,"denitrification_amended","denitrification","small Sediment","small","Sediment","Sediment","DA","amended","not","not","Dark",0.003216991,22.4,22.6,0.9771382276,-0.017252394675,-0.017252394675,8654.96279712937,8654.96279712937
